source_key,source_type,meter_id,display_name,area_name,visible_in_meter_center,include_in_totals,include_in_reports,online,protocol,ip,port,station_id,realtime_power,daily_energy,monthly_energy,electric_energy,voltage_a,voltage_b,voltage_c,current_a,current_b,current_c,power_factor,frequency,updated_at
cabinet:0,cabinet_meter,cabinet_meter_0,中控室,,0,0,1,0,AV-100,192.168.50.6,502,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
cabinet:1,cabinet_meter,cabinet_meter_1,二号厅LED,,1,1,1,0,AV-100,192.168.80.243,502,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
cabinet:2,cabinet_meter,cabinet_meter_2,影棚配电柜,,1,1,1,0,AV-100,192.168.50.60,502,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
cabinet:3,cabinet_meter,cabinet_meter_3,影棚LED配电柜,,1,1,1,1,AV-100,192.168.50.61,5061,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
cabinet:4,cabinet_meter,cabinet_meter_4,门口LED,,1,1,1,1,AV-100,192.168.50.59,5059,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
meter:legacy_meter_2,standalone_meter,legacy_meter_2,深澜空间总电表,,0,0,1,1,PD606 Modbus 地址表,192.168.50.103,502,1,4.45,0.2,10.8,242664.16,222.4,222.5,1981.5,22.34,22.25,198.15,0.0,0.0,
meter:legacy_meter_3,standalone_meter,legacy_meter_3,二号厅,,1,0,1,1,南誉三相四线 Modbus,192.168.50.105,502,1,0.2613,0.0,671069.6,37680.25,223.0,223.0,223.8,2.084,0.471,0.914,0.0,0.0,
meter:legacy_meter_5,standalone_meter,legacy_meter_5,中控室,,1,1,1,1,德力西 DTSU6606 直连 Modbus,192.168.50.101,502,1,1.15,11447.7,671131.3,11453.08,223.0,0.0,223.1,22.29,0.23,5.44,0.0,0.0,
meter:legacy_meter_6,standalone_meter,legacy_meter_6,运营中心,,0,0,1,1,南誉三相四线 Modbus,192.168.50.104,502,10,0.223,0.0,6732548.5,0.0,223.0,222.8,223.8,2.09,1.14,0.0,0.0,0.0,
meter:legacy_meter_12,standalone_meter,legacy_meter_12,办公室,,0,0,0,1,南誉三相四线 Modbus,192.168.50.106,502,1,0.0698,0.0,671068.1,574.54,223.3,222.8,223.9,0.194,0.399,0.0,0.0,0.0,
meter:legacy_meter_9,standalone_meter,legacy_meter_9,办公室&工作坊,,1,1,1,1,南誉三相四线 Modbus,192.168.50.104,502,9,0.0,0.0,17042929.9,0.0,223.2,223.0,223.9,0.906,0.994,2.232,0.0,0.0,
meter:legacy_meter_10,standalone_meter,legacy_meter_10,2楼小机房,,1,1,1,1,南誉 2P Int Modbus,192.168.50.102,502,11,0.272,0.0,0.8,6546.22,222.8,0.0,0.0,1.38,0.0,0.0,0.0,0.0,
meter:legacy_meter_11,standalone_meter,legacy_meter_11,咖啡厅,,1,1,1,1,南誉三相四线 Modbus,192.168.50.104,502,8,0.2972,0.0,5570165.6,9247.64,223.1,224.0,223.1,0.0,0.078,1.687,0.0,0.0,
meter:meter_1774625129670,standalone_meter,meter_1774625129670,一号厅,一号厅,1,1,1,0,Modbus-RTU/TCP,192.168.1.200,502,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
meter:meter_1774629630399,standalone_meter,meter_1774629630399,运营中心,,1,1,1,1,Modbus-RTU/TCP,192.168.1.200,502,1,0.223,0.0,6732548.5,0.0,223.0,222.8,223.8,2.09,1.14,0.0,0.0,0.0,
